"Index","Date","Open","High","Low","Close","Volume","Adj.Close"
"1",2005-01-03,36.158646,36.381462,35.668449,35.793228,1884200,25.032089
"2",2005-01-04,35.784313,35.953655,35.329769,35.570412,2762100,24.876261
"3",2005-01-05,35.695187,35.87344,35.33868,35.33868,1512300,24.714199
"4",2005-01-06,35.249554,35.918003,35.249554,35.748665,1908000,25.000929
"5",2005-01-07,35.918003,35.935829,35.365417,35.392159,1453500,24.751598
"6",2005-01-10,35.436722,36.087345,35.26738,35.998219,1830500,25.175449
"7",2005-01-11,35.998219,35.998219,35.311943,35.311943,1789200,24.695499
"8",2005-01-12,35.47237,35.81105,35.249554,35.721924,1540900,24.982216
"9",2005-01-13,35.775402,35.87344,35.26738,35.588234,1594900,24.888725
"10",2005-01-14,35.47237,35.837791,35.20499,35.713013,1934200,24.975992
"11",2005-01-18,35.766487,36.568626,35.579323,36.568626,1704000,25.574366
"12",2005-01-19,37.254902,37.263813,36.452763,36.737968,2387900,25.692793
"13",2005-01-20,36.737968,36.737968,35.828876,35.962566,2821100,25.15052
"14",2005-01-21,35.962566,36.114082,35.632797,35.900177,2381200,25.106882
"15",2005-01-24,36.087345,36.327984,35.891266,35.909092,1369600,25.113117
"16",2005-01-25,36.131908,36.292336,36.033867,36.114082,1778300,25.256477
"17",2005-01-26,36.203209,36.408199,35.962566,36.390373,1378700,25.449701
"18",2005-01-27,36.319073,36.604279,36.158646,36.229946,1659200,25.337513
"19",2005-01-28,36.247772,36.381462,35.392159,35.597149,1794300,24.894958
"20",2005-01-31,35.597149,36.497326,34.705883,35.427807,7307900,24.776525
"21",2005-02-01,35.73975,36.149734,35.080215,36.042782,4206700,25.206615
"22",2005-02-02,36.042782,36.131908,35.73975,35.900177,1831800,25.106882
"23",2005-02-03,35.962566,36.087345,35.142601,35.383244,3968000,24.745367
"24",2005-02-04,35.47237,36.256683,35.418896,36.114082,3398900,25.256477
"25",2005-02-07,36.21212,36.488415,35.918003,36.07843,2036800,25.231543
"26",2005-02-08,35.94474,36.229946,35.891266,36.033867,1815800,25.20038
"27",2005-02-09,36.14082,36.319073,35.704102,35.864529,1949400,25.081959
"28",2005-02-10,35.962566,35.962566,34.991089,35.142601,3659500,24.57707
"29",2005-02-11,35.142601,35.695187,34.759357,35.597149,3098900,24.894958
"30",2005-02-14,35.686275,35.926918,35.47237,35.766487,1636600,25.01339
"31",2005-02-15,35.713013,36.4795,35.650623,36.336899,2726700,25.41231
"32",2005-02-16,36.720142,37.192513,36.675579,36.871658,4006700,25.786291
"33",2005-02-17,36.880569,36.898396,36.016045,36.024956,2624100,25.194155
"34",2005-02-18,36.14082,36.622105,35.94474,36.61319,2890300,25.605532
"35",2005-02-22,36.408199,36.5508,35.73975,35.775402,3013100,25.019625
"36",2005-02-23,36.033867,36.203209,35.677361,36.096256,1648300,25.244017
"37",2005-02-24,36.301247,36.657753,36.158646,36.541889,2346200,25.555668
"38",2005-02-25,36.41711,36.889484,36.336899,36.791443,1706800,25.73019
"39",2005-02-28,36.631016,36.942959,36.443851,36.577541,3152700,25.580599
"40",2005-03-01,36.577541,37.014259,36.577541,36.61319,2189200,25.605532
"41",2005-03-02,36.541889,36.657753,36.105171,36.149734,1505800,25.281412
"42",2005-03-03,36.229946,36.631016,36.122993,36.631016,1645400,25.618006
"43",2005-03-04,36.764706,37.005348,36.354725,36.506237,2483600,25.530735
"44",2005-03-07,36.586452,37.21925,36.185383,36.238861,2673100,25.343746
"45",2005-03-08,36.34581,36.648842,36.167557,36.452763,1629100,25.49334
"46",2005-03-09,36.203209,36.452763,36.07843,36.327984,2585200,25.406075
"47",2005-03-10,36.363636,36.74688,36.292336,36.532978,1653200,25.549438
"48",2005-03-11,36.586452,36.622105,35.900177,36.00713,1259400,25.181683
"49",2005-03-14,36.265598,36.737968,36.221035,36.452763,1541100,25.49334
"50",2005-03-15,36.434937,36.541889,35.784313,35.802139,2029000,25.038319
"51",2005-03-16,35.677361,35.819965,35.178253,35.303032,1947900,24.68927
"52",2005-03-17,35.454544,35.525848,35.062389,35.320854,2410200,24.701735
"53",2005-03-18,35.20499,35.543671,35.053474,35.160427,3031100,24.589535
"54",2005-03-21,35.33868,35.427807,34.928699,35.062389,1180000,24.520979
"55",2005-03-22,34.991089,35.294117,34.224598,34.322639,1974600,24.003632
"56",2005-03-23,34.269161,34.634583,34.171124,34.251335,2454500,23.953764
"57",2005-03-24,34.313725,34.483067,34.12656,34.144386,1788000,23.878969
"58",2005-03-28,34.224598,34.59893,34.206772,34.358288,1349400,24.028559
"59",2005-03-29,34.269161,34.670231,34.171124,34.224598,1354100,23.935064
"60",2005-03-30,34.358288,34.848484,34.162209,34.803921,1828600,24.340212
"61",2005-03-31,34.768272,34.919785,34.52763,34.848484,2139300,24.371382
"62",2005-04-01,35.089127,35.347595,34.447414,34.634583,1864000,24.221785
"63",2005-04-04,34.79501,35.597149,34.581104,35.329769,1868000,24.707964
"64",2005-04-05,35.499107,35.632797,35.169342,35.418896,1680400,24.770304
"65",2005-04-06,35.561497,35.784313,35.490196,35.552586,1086400,24.863794
"66",2005-04-07,35.508022,35.713013,35.40107,35.463459,1054400,24.801464
"67",2005-04-08,35.481285,35.650623,35.044563,35.196079,1151100,24.614471
"68",2005-04-11,35.196079,35.463459,35.044563,35.427807,1101800,24.776525
"69",2005-04-12,35.294117,36.016045,35.089127,35.935829,2050700,25.131823
"70",2005-04-13,35.249554,35.499107,35.008911,35.044563,2411800,24.508509
"71",2005-04-14,34.955437,35.196079,34.768272,34.901962,2719600,24.408777
"72",2005-04-15,34.714794,35.026737,34.242424,34.286987,1996900,23.978691
"73",2005-04-18,34.313725,34.625668,34.12656,34.331551,1640400,24.009863
"74",2005-04-19,34.358288,34.705883,34.171124,34.590019,1584900,24.190622
"75",2005-04-20,34.59893,34.679146,34.171124,34.269161,1981500,23.966228
"76",2005-04-21,34.625668,35.053474,34.206772,35.017826,2168800,24.489809
"77",2005-04-22,34.884136,34.919785,34.12656,34.402851,2421300,24.059727
"78",2005-04-25,34.696968,34.982174,34.536541,34.79501,1628800,24.333986
"79",2005-04-26,34.625668,34.723709,33.85918,33.877007,3790000,23.691977
"80",2005-04-27,33.877007,34.001781,33.235294,33.734402,3519300,23.592243
"81",2005-04-28,33.645275,34.331551,33.529411,33.778965,1957200,23.623407
"82",2005-04-29,34.064171,34.688057,33.636364,34.670231,2502300,24.246721
"83",2005-05-02,34.893047,35.071301,34.269161,34.634583,1731300,24.221785
"84",2005-05-03,34.474152,34.696968,34.135471,34.616756,2346600,24.209324
"85",2005-05-04,36.987522,39.12656,36.764706,38.814617,8929500,27.145105
"86",2005-05-05,38.680927,38.975044,38.057041,38.288769,4970900,26.777349
"87",2005-05-06,38.85918,38.975044,38.395721,38.814617,2877900,27.145105
"88",2005-05-09,38.85918,38.92157,38.493763,38.903744,2337500,27.207436
"89",2005-05-10,38.814617,38.814617,37.816399,38.110516,2115000,26.652689
"90",2005-05-11,38.199642,38.814617,37.967915,38.707664,2014200,27.070309
"91",2005-05-12,38.814617,38.850266,37.771835,37.798573,2763900,26.434534
"92",2005-05-13,37.959003,38.012478,37.281639,37.557934,2379800,26.266243
"93",2005-05-16,37.691624,38.573975,37.673798,38.5205,2784100,26.939413
"94",2005-05-17,38.360073,39.304813,38.25312,39.233513,2677900,27.43807
"95",2005-05-18,39.081997,39.750446,37.878788,38.083778,5496900,26.633986
"96",2005-05-19,38.413548,38.948307,37.950089,38.440285,2515800,26.883312
"97",2005-05-20,38.591801,38.948307,38.324421,38.761139,1923400,27.107706
"98",2005-05-23,38.948307,39.331551,38.805702,39.046345,1763800,27.307167
