"Index","Date","Open","High","Low","Close","Volume","Adj.Close"
"1",2005-01-03,73.309998,73.309998,73.309998,73.309998,0,28.819933
"2",2005-01-04,71.860001,71.860001,71.860001,71.860001,0,28.249905
"3",2005-01-05,70.980003,70.980003,70.980003,70.980003,0,27.903954
"4",2005-01-06,71.260002,71.260002,71.260002,71.260002,0,28.014032
"5",2005-01-07,70.800003,70.800003,70.800003,70.800003,0,27.833191
"6",2005-01-10,71.339996,71.339996,71.339996,71.339996,0,28.045475
"7",2005-01-11,70.68,70.68,70.68,70.68,0,27.786016
"8",2005-01-12,70.970001,70.970001,70.970001,70.970001,0,27.900026
"9",2005-01-13,70.860001,70.860001,70.860001,70.860001,0,27.856779
"10",2005-01-14,71.580002,71.580002,71.580002,71.580002,0,28.13983
"11",2005-01-18,72.300003,72.300003,72.300003,72.300003,0,28.422878
"12",2005-01-19,71.550003,71.550003,71.550003,71.550003,0,28.12804
"13",2005-01-20,70.989998,70.989998,70.989998,70.989998,0,27.907881
"14",2005-01-21,70.720001,70.720001,70.720001,70.720001,0,27.801739
"15",2005-01-24,69.919998,69.919998,69.919998,69.919998,0,27.487238
"16",2005-01-25,70.18,70.18,70.18,70.18,0,27.589453
"17",2005-01-26,71.239998,71.239998,71.239998,71.239998,0,28.006165
"18",2005-01-27,71.519997,71.519997,71.519997,71.519997,0,28.11624
"19",2005-01-28,71.139999,71.139999,71.139999,71.139999,0,27.966852
"20",2005-01-31,72.360001,72.360001,72.360001,72.360001,0,28.446465
"21",2005-02-01,72.830002,72.830002,72.830002,72.830002,0,28.631235
"22",2005-02-02,73.230003,73.230003,73.230003,73.230003,0,28.788488
"23",2005-02-03,73.050003,73.050003,73.050003,73.050003,0,28.717722
"24",2005-02-04,73.949997,73.949997,73.949997,73.949997,0,29.071533
"25",2005-02-07,73.849998,73.849998,73.849998,73.849998,0,29.032221
"26",2005-02-08,74.019997,74.019997,74.019997,74.019997,0,29.099049
"27",2005-02-09,72.730003,72.730003,72.730003,72.730003,0,28.591923
"28",2005-02-10,72.790001,72.790001,72.790001,72.790001,0,28.615511
"29",2005-02-11,73.699997,73.699997,73.699997,73.699997,0,28.973244
