"Index","Date","Open","High","Low","Close","Volume","Adj.Close"
"1",2005-01-03,12.46,12.46,12.46,12.46,0,8.942594
"2",2005-01-04,12.2,12.2,12.2,12.2,0,8.755992
"3",2005-01-05,12.04,12.04,12.04,12.04,0,8.641159
"4",2005-01-06,12.08,12.08,12.08,12.08,0,8.669866
"5",2005-01-07,11.99,11.99,11.99,11.99,0,8.605273
"6",2005-01-10,12.07,12.07,12.07,12.07,0,8.662687
"7",2005-01-11,11.98,11.98,11.98,11.98,0,8.598095
"8",2005-01-12,12.02,12.02,12.02,12.02,0,8.626803
"9",2005-01-13,11.96,11.96,11.96,11.96,0,8.583741
"10",2005-01-14,12.07,12.07,12.07,12.07,0,8.662687
"11",2005-01-18,12.2,12.2,12.2,12.2,0,8.755992
"12",2005-01-19,12.04,12.04,12.04,12.04,0,8.641159
"13",2005-01-20,11.99,11.99,11.99,11.99,0,8.605273
"14",2005-01-21,11.92,11.92,11.92,11.92,0,8.555033
"15",2005-01-24,11.8,11.8,11.8,11.8,0,8.468909
"16",2005-01-25,11.85,11.85,11.85,11.85,0,8.504795
"17",2005-01-26,12.04,12.04,12.04,12.04,0,8.641159
"18",2005-01-27,12.08,12.08,12.08,12.08,0,8.669866
"19",2005-01-28,12.01,12.01,12.01,12.01,0,8.619628
"20",2005-01-31,12.22,12.22,12.22,12.22,0,8.770344
"21",2005-02-01,12.32,12.32,12.32,12.32,0,8.842113
"22",2005-02-02,12.4,12.4,12.4,12.4,0,8.899531
"23",2005-02-03,12.36,12.36,12.36,12.36,0,8.870824
"24",2005-02-04,12.55,12.55,12.55,12.55,0,9.007188
"25",2005-02-07,12.54,12.54,12.54,12.54,0,9.00001
"26",2005-02-08,12.62,12.62,12.62,12.62,0,9.057427
"27",2005-02-09,12.39,12.39,12.39,12.39,0,8.892354
"28",2005-02-10,12.4,12.4,12.4,12.4,0,8.899531
"29",2005-02-11,12.58,12.58,12.58,12.58,0,9.02872
"30",2005-02-14,12.57,12.57,12.57,12.57,0,9.02154
"31",2005-02-15,12.57,12.57,12.57,12.57,0,9.02154
"32",2005-02-16,12.62,12.62,12.62,12.62,0,9.057427
"33",2005-02-17,12.51,12.51,12.51,12.51,0,8.978479
"34",2005-02-18,12.5,12.5,12.5,12.5,0,8.971302
"35",2005-02-22,12.31,12.31,12.31,12.31,0,8.834938
"36",2005-02-23,12.39,12.39,12.39,12.39,0,8.892354
"37",2005-02-24,12.51,12.51,12.51,12.51,0,8.978479
"38",2005-02-25,12.64,12.64,12.64,12.64,0,9.071781
"39",2005-02-28,12.56,12.56,12.56,12.56,0,9.014365
"40",2005-03-01,12.64,12.64,12.64,12.64,0,9.071781
"41",2005-03-02,12.65,12.65,12.65,12.65,0,9.078959
"42",2005-03-03,12.67,12.67,12.67,12.67,0,9.093312
"43",2005-03-04,12.77,12.77,12.77,12.77,0,9.165083
"44",2005-03-07,12.81,12.81,12.81,12.81,0,9.193791
"45",2005-03-08,12.7,12.7,12.7,12.7,0,9.114842
"46",2005-03-09,12.56,12.56,12.56,12.56,0,9.014365
"47",2005-03-10,12.51,12.51,12.51,12.51,0,8.978479
