"Index","Date","Open","High","Low","Close","Volume","Adj.Close"
"1",2005-01-03,33.054047,33.054047,31.98299,32.059223,8557800,18.75943
"2",2005-01-04,32.143078,32.310787,31.746674,31.849586,6862500,18.636761
"3",2005-01-05,31.788601,32.299351,31.559906,32.085903,10011000,18.77504
"4",2005-01-06,32.085903,32.749119,32.040165,32.550919,8744300,19.047144
"5",2005-01-07,32.550919,32.550919,32.070656,32.345093,6936700,18.92671
"6",2005-01-10,32.493744,32.901581,32.459438,32.638584,5777600,19.09844
"7",2005-01-11,32.569977,32.813915,32.379395,32.627148,4667800,19.091751
"8",2005-01-12,32.760555,33.294174,32.589031,33.263683,7272300,19.464214
"9",2005-01-13,33.313232,34.121288,33.225567,33.770622,9785900,19.760857
"10",2005-01-14,33.686768,34.170841,33.621971,33.93071,6603200,19.854528
"11",2005-01-18,34.174652,34.441463,34.136536,34.349983,10703600,20.099867
"12",2005-01-19,34.288998,34.494823,34.026001,34.026001,6213600,19.91029
"13",2005-01-20,34.029812,34.029812,33.126465,33.439014,8640200,19.566816
"14",2005-01-21,33.465698,33.717262,33.275116,33.275116,7881500,19.470911
"15",2005-01-24,33.522869,33.881161,33.507626,33.721073,6493100,19.731865
"16",2005-01-25,33.751564,33.995506,33.637218,33.884972,5579000,19.827761
"17",2005-01-26,34.304245,34.662533,34.052681,34.491013,10753500,20.182392
"18",2005-01-27,34.304245,34.997952,34.24707,34.685402,8755900,20.296131
"19",2005-01-28,34.304245,34.814999,34.281376,34.681591,7807700,20.293905
"20",2005-01-31,34.685402,35.59256,34.494823,35.367676,9670200,20.69537
"21",2005-02-01,35.600182,36.107124,35.584938,36.061386,10367300,21.10129
"22",2005-02-02,36.07663,36.438732,36.011833,36.240528,7954100,21.206114
"23",2005-02-03,36.210037,36.648369,36.015644,36.534019,6636300,21.37785
"24",2005-02-04,36.591194,36.697918,36.225285,36.675049,8147000,21.460373
"25",2005-02-07,36.67886,36.838947,36.301514,36.6255,7544300,21.431389
"26",2005-02-08,36.419674,36.91518,36.419674,36.858006,6486200,21.56743
"27",2005-02-09,36.800831,37.10957,36.476849,36.918991,6853500,21.603119
"28",2005-02-10,37.052395,37.982422,36.991409,37.913815,6834600,22.185242
"29",2005-02-11,37.677494,38.222553,37.456425,37.749916,8514300,22.384539
"30",2005-02-14,38.016727,38.729492,37.959553,38.48555,9915500,22.820742
"31",2005-02-15,38.359768,38.664696,38.188248,38.641827,6003000,22.913406
"32",2005-02-16,38.641827,39.831039,38.554161,39.758621,10460200,23.575634
"33",2005-02-17,39.716694,40.090229,39.453693,39.640461,11476500,23.505571
"34",2005-02-18,39.674767,40.719139,39.533737,40.498066,13237800,24.014097
"35",2005-02-22,40.612415,41.290874,40.254128,40.38372,13009200,23.946306
"36",2005-02-23,40.021618,40.963081,39.911083,40.860168,10447800,24.228811
"37",2005-02-24,40.879227,42.04557,40.879227,41.996017,14253100,24.902346
"38",2005-02-25,41.996017,43.440609,41.973148,42.811699,19474800,25.386024
"39",2005-02-28,42.906986,43.360565,40.879227,42.26664,16741300,25.062817
"40",2005-03-01,42.26664,42.495335,41.268005,41.355675,13596400,24.52264
"41",2005-03-02,41.031689,41.832123,40.810616,41.736832,13163000,24.748661
"42",2005-03-03,41.919788,42.506771,41.397602,42.156105,13531600,24.997274
"43",2005-03-04,42.156105,43.036583,41.984585,42.769772,9609900,25.36116
"44",2005-03-07,42.518208,42.876495,41.847366,42.613495,9039800,25.268482
"45",2005-03-08,42.613495,42.724033,41.450962,41.778759,15520500,24.77351
"46",2005-03-09,41.851177,42.552509,40.555241,40.631474,15545200,24.093214
"47",2005-03-10,40.326546,40.498066,39.484184,40.235069,16551900,23.858154
"48",2005-03-11,39.968258,40.879227,39.968258,40.246502,9200900,23.864943
"49",2005-03-14,40.440895,40.627663,39.667141,40.517124,9197700,24.025408
"50",2005-03-15,40.482822,40.970703,39.827229,39.911083,9381900,23.66604
"51",2005-03-16,39.762432,41.332806,39.701447,40.597168,11676700,24.072874
"52",2005-03-17,40.875412,41.462399,40.844921,41.15366,9985300,24.402845
"53",2005-03-18,41.233704,42.308571,41.20702,42.022701,16921300,24.918171
"54",2005-03-21,42.022701,42.156105,41.184151,41.58437,10170000,24.658255
"55",2005-03-22,41.546253,42.129425,40.745819,40.795372,11693800,24.190393
"56",2005-03-23,40.2122,40.498066,39.640461,40.059734,14231300,23.75419
"57",2005-03-24,40.360851,40.639095,39.46513,39.941578,9263800,23.684118
"58",2005-03-28,39.945389,40.368473,39.712883,40.116909,8116500,23.788092
"59",2005-03-29,39.983505,40.498066,39.449883,39.499432,9636400,23.421938
"60",2005-03-30,39.831039,40.280807,38.958187,40.185516,13600600,23.828766
"61",2005-03-31,40.822052,41.130791,40.185516,41.104107,13086900,24.37347
"62",2005-04-01,41.336617,42.209469,41.328991,42.034134,13815500,24.924948
"63",2005-04-04,42.495335,43.067074,41.957905,42.144672,16972200,24.990488
"64",2005-04-05,42.148483,42.377178,41.138412,41.287064,11615100,24.481964
"65",2005-04-06,41.462399,42.342873,40.974514,42.259018,11208700,25.058302
"66",2005-04-07,42.461033,42.685917,41.485268,42.060818,12718800,24.940769
"67",2005-04-08,42.064629,42.483902,41.580555,41.595802,10066100,24.66502
"68",2005-04-11,41.595802,42.087498,41.168907,42.053192,7488700,24.936245
"69",2005-04-12,41.889294,42.030323,40.932587,41.27182,11509300,24.472919
"70",2005-04-13,40.600979,41.138412,40.124531,40.135967,15227700,23.799397
"71",2005-04-14,40.364662,40.742008,39.701447,39.972069,11694600,23.702206
"72",2005-04-15,39.804359,39.831039,37.810902,38.142509,15350800,22.617338
"73",2005-04-18,37.810902,39.194508,37.357323,39.133522,12043000,23.204983
"74",2005-04-19,39.297417,40.013996,39.221188,39.850098,10074200,23.629873
"75",2005-04-20,39.850098,40.330357,39.289795,39.362217,9283000,23.340584
"76",2005-04-21,39.068722,40.284618,38.996304,40.284618,8722300,23.887543
"77",2005-04-22,40.368473,41.165092,40.097851,40.768688,8632800,24.174582
"78",2005-04-25,41.546253,41.733021,41.165092,41.431904,8626000,24.567848
"79",2005-04-26,41.203209,41.431904,40.688644,40.688644,6337200,24.127115
"80",2005-04-27,41.031689,41.184151,39.495621,39.526115,11433800,23.437771
"81",2005-04-28,39.526115,39.709068,39.0611,39.167824,10583500,23.225315
"82",2005-04-29,39.526115,40.280807,39.129707,39.964447,9835800,23.697678
